,Provider Name,Provider City,Provider State,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Legal Business Name,Provider Changed Ownership in Last 12 Months,Overall Rating,Health Inspection Rating,QM Rating,Long-Stay QM Rating,Short-Stay QM Rating,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
12549,ASPEN RIDGE OF UTAH VALLEY,OREM,UT,84097,Utah,For profit - Corporation,24,AHC OF OREM LLC,N,5.0,4.0,5.0,,5.0,0,0.0,0,0,"1992 SOUTH COLUMBIA LANE,OREM,UT,84097",01/03/2023
12550,LEGACY VILLAGE REHABILITATION,TAYLORSVILLE,UT,84129,Salt Lake,For profit - Limited Liability company,40,LEGACY VILLAGE HEALTHCARE LLC,N,5.0,5.0,5.0,,5.0,3,2950.47,0,3,"3251 WEST 5400 SOUTH,TAYLORSVILLE,UT,84129",01/03/2023
12551,GEORGE E WAHLEN OGDEN VETERANS HOME,OGDEN,UT,84404,Weber,Government - State,120,AVALON CARE CENTER - VA OGDEN LLC,N,5.0,5.0,4.0,5.0,3.0,1,3250.0,0,1,"1102 NORTH 1200 WEST,OGDEN,UT,84404",01/03/2023
12552,STONEHENGE OF RICHFIELD,RICHFIELD,UT,84701,Sevier,For profit - Limited Liability company,30,KANE COUNTY HUMAN RESOURCE SPECIAL SERVICE DISTRICT,N,4.0,2.0,5.0,5.0,4.0,3,10705.5,0,3,"125 EAST 600 NORTH,RICHFIELD,UT,84701",01/03/2023
12553,FAIRFIELD VILLAGE REHABILITATION,LAYTON,UT,84041,Davis,For profit - Limited Liability company,40,CHP LAYTON UT TENANT CORP,N,5.0,4.0,5.0,,5.0,2,13250.25,0,2,"1203 NORTH FAIRFIELD ROAD,LAYTON,UT,84041",01/03/2023
12554,MISSION AT COMMUNITY LIVING REHABILITATION CENTER,CENTERFIELD,UT,84622,Sanpete,Non profit - Corporation,46,GUNNISON VALLEY HOSPITAL,N,4.0,4.0,2.0,1.0,3.0,3,4235.15,0,3,"10 WEST 400 SOUTH,CENTERFIELD,UT,84622",01/03/2023
12555,"STONEHENGE OF SOUTH JORDAN, LLC",SOUTH JORDAN,UT,84095,Salt Lake,For profit - Limited Liability company,32,STONEHENGE OF SOUTH JORDAN LLC,N,5.0,4.0,4.0,,4.0,2,25409.8,0,2,"1371 WEST SOUTH JORDAN PARKWAY,SOUTH JORDAN,UT,84095",01/03/2023
12556,STONEHENGE OF AMERICAN FORK,AMERICAN FORK,UT,84003,Utah,For profit - Limited Liability company,119,KANE COUNTY HUMAN RESOURCE SPECIAL SERVICE DISTRICT,N,4.0,3.0,5.0,5.0,5.0,1,21157.5,0,1,"538 SOUTH 500 EAST,AMERICAN FORK,UT,84003",01/03/2023
12557,NEURORESTORATIVE,RIVERTON,UT,84065,Salt Lake,For profit - Corporation,40,CAREMERIDIAN LLC,N,4.0,3.0,5.0,4.0,5.0,10,39997.05,1,11,"13747 SOUTH REDWOOD ROAD,RIVERTON,UT,84065",01/03/2023
12558,SOUTHERN UTAH VETERANS HOME - IVINS,IVINS,UT,84738,Washington,For profit - Corporation,108,AVALON CARE CENTER - VA IVINS LLC,N,5.0,5.0,5.0,5.0,5.0,0,0.0,0,0,"160 NORTH 200 EAST,IVINS,UT,84738",01/03/2023
12559,MERVYN SHARP BENNION CENTRAL UTAH VETERANS HOME,PAYSON,UT,84651,Utah,For profit - Limited Liability company,108,AVALON CARE CENTER - VA PAYSON LLC,N,5.0,3.0,5.0,5.0,5.0,1,23478.0,0,1,"1551 NORTH MAIN STREET,PAYSON,UT,84651",01/03/2023
12560,STONEHENGE OF OGDEN,WASHINGTON TERRACE,UT,84405,Weber,For profit - Corporation,52,KANE COUNTY HUMAN RESOURCE SPECIAL SERVICE DISTRICT,N,5.0,4.0,5.0,5.0,5.0,0,0.0,0,0,"5648 SOUTH ADAMS AVENUE,WASHINGTON TERRACE,UT,84405",01/03/2023
12561,SPANISH FORK REHABILITATION AND NURSING,SPANISH FORK,UT,84660,Utah,Government - City/county,29,BEAVER VALLEY HOSPITAL,N,5.0,4.0,5.0,5.0,,1,650.0,0,1,"151 EAST CENTER STREET,SPANISH FORK,UT,84660",01/03/2023
12562,CASCADES AT RIVERWALK,MIDVALE,UT,84047,Salt Lake,For profit - Partnership,120,BEAVER VALLEY HOSPITAL,N,2.0,1.0,5.0,5.0,5.0,2,1632.71,1,3,"1012 WEST JORDAN RIVER BOULEVARD,MIDVALE,UT,84047",01/03/2023
12563,MILLCREEK REHABILITATION AND NURSING LLC,SALT LAKE CITY,UT,84106,Salt Lake,For profit - Limited Liability company,61,BEAVER VALLEY HOSPITAL,N,2.0,2.0,5.0,5.0,,2,11500.0,1,3,"3520 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84106",01/03/2023
12564,MAPLE SPRINGS SENIOR LIVING,NORTH LOGAN,UT,84341,Cache,For profit - Limited Liability company,100,MAPLE SPRINGS MANAGEMENT LLC,N,3.0,2.0,5.0,4.0,5.0,4,29900.0,0,4,"350 EAST 2200 NORTH,NORTH LOGAN,UT,84341",01/03/2023
12565,SOUTH DAVIS SPECIALTY CARE,BOUNTIFUL,UT,84010,Davis,For profit - Partnership,95,PROVIDENTIAL BBA OPERATING LP,N,5.0,4.0,4.0,4.0,,1,7432.75,0,1,"481 SOUTH 400 EAST,BOUNTIFUL,UT,84010",01/03/2023
12566,POINTE MEADOWS HEALTH AND REHABILITATION,LEHI,UT,84043,Utah,For profit - Corporation,99,BEAVER VALLEY HOSPITAL,N,4.0,3.0,5.0,5.0,5.0,0,0.0,0,0,"2750 NORTH DIGITAL DRIVE,LEHI,UT,84043",01/03/2023
12567,ADVANCED HEALTH CARE OF SALEM,SALEM,UT,84653,Utah,For profit - Limited Liability company,16,AHC OF SALEM LLC,N,5.0,5.0,5.0,,5.0,2,1636.7,0,2,"555 WEST SR 164, SUITE B,SALEM,UT,84653",01/03/2023
12568,ADVANCED HEALTH CARE OF ST GEORGE,ST GEORGE,UT,84790,Washington,For profit - Limited Liability company,100,AHC OF ST. GEORGE LLC,N,5.0,5.0,4.0,,4.0,1,657.8,0,1,"1934 EAST RIVERSIDE DRIVE,ST GEORGE,UT,84790",01/03/2023
12569,ALPINE MEADOW REHABILITATION AND NURSING,WEST VALLEY CITY,UT,84119,Salt Lake,Government - City,41,BEAVER VALLEY HOSPITAL,N,4.0,4.0,5.0,5.0,,3,2925.0,0,3,"2520 SOUTH REDWOOD ROAD,WEST VALLEY CITY,UT,84119",01/03/2023
12570,MEADOW PEAK REHABILITATION,TAYLORSVILLE,UT,84129,Salt Lake,For profit - Limited Liability company,75,MEADOW PEAK SV LLC,N,5.0,4.0,5.0,4.0,5.0,10,40289.19,0,10,"6084 SOUTH SUMMIT VISTA BOULEVARD,TAYLORSVILLE,UT,84129",01/03/2023
12571,MAPLE RIDGE REHABILITATION AND NURSING,SALT LAKE CITY,UT,84102,Salt Lake,Government - City/county,36,Legal Business Name Not Available,N,1.0,1.0,3.0,3.0,,4,39650.0,1,5,"455 SOUTH 900 EAST,SALT LAKE CITY,UT,84102",01/03/2023
12572,PINE CREEK REHABILITATION AND NURSING,SALT LAKE CITY,UT,84104,Salt Lake,For profit - Corporation,34,Legal Business Name Not Available,N,1.0,2.0,3.0,3.0,,11,26300.5,0,11,"876 WEST 700 SOUTH,SALT LAKE CITY,UT,84104",01/03/2023
12573,LITTLE COTTONWOOD REHABILITATION AND NURSING,SOUTH SALT LAKE,UT,84115,Salt Lake,Government - City/county,37,Legal Business Name Not Available,N,5.0,5.0,5.0,5.0,,0,0.0,0,0,"3094 SOUTH STATE STREET,SOUTH SALT LAKE,UT,84115",01/03/2023
12574,CANYONLANDS CARE CENTER,MOAB,UT,84532,Grand,Government - County,36,Legal Business Name Not Available,N,3.0,2.0,4.0,4.0,,3,49010.0,0,3,"390 WEST WILLIAMS WAY,MOAB,UT,84532",01/03/2023
12575,"LOMOND PEAK NURSING AND REHABILITATION, LLC",OGDEN,UT,84404,Weber,For profit - Limited Liability company,74,Legal Business Name Not Available,N,3.0,4.0,2.0,2.0,,0,0.0,0,0,"524 EAST 800 NORTH,OGDEN,UT,84404",01/03/2023
12576,GARFIELD COUNTY NURSING HOME,PANGUITCH,UT,84759,Garfield,Government - County,21,Legal Business Name Not Available,N,4.0,3.0,3.0,3.0,,0,0.0,0,0,"200 NORTH 450 EAST,PANGUITCH,UT,84759",01/03/2023
12577,BIRCHWOOD TERRACE REHAB & HEALTHCARE,BURLINGTON,VT,5408,Chittenden,For profit - Corporation,144,BIRCHWOOD OPERATIONS LLC,N,5.0,5.0,4.0,3.0,5.0,0,0.0,0,0,"43 STARR FARM RD,BURLINGTON,VT,05408",01/03/2023
12578,VERNON GREEN NURSING HOME,VERNON,VT,5354,Windham,Non profit - Corporation,60,"VERNON ADVENT CHRISTIAN HOME, INC.",N,2.0,2.0,4.0,4.0,,0,0.0,1,1,"61 GREENWAY DRIVE,VERNON,VT,05354",01/03/2023
12579,MOUNTAIN VIEW CENTER GENESIS HEALTHCARE,RUTLAND,VT,5701,Rutland,For profit - Corporation,158,NINE HAYWOOD AVENUE OPERATIONS LLC,N,5.0,4.0,5.0,5.0,5.0,0,0.0,0,0,"9 HAYWOOD AVENUE,RUTLAND,VT,05701",01/03/2023
12580,BURLINGTON HEALTH & REHAB,BURLINGTON,VT,5401,Chittenden,For profit - Corporation,126,300 PEARL STREET OPERATIONS LLC,N,,,,,,9,286832.0,1,10,"300 PEARL STREET,BURLINGTON,VT,05401",01/03/2023
12581,HELEN PORTER HEALTHCARE & REHAB,MIDDLEBURY,VT,5753,Addison,Non profit - Corporation,98,"HELEN PORTER NURSING HOME, INC.",N,2.0,2.0,2.0,2.0,3.0,1,41388.75,0,1,"30 PORTER DRIVE,MIDDLEBURY,VT,05753",01/03/2023
12582,THE PINES AT RUTLAND CENTER FOR NURSING AND REHABI,RUTLAND,VT,5701,Rutland,For profit - Limited Liability company,125,RUTLAND CROSSINGS LLC,N,2.0,2.0,3.0,1.0,5.0,1,3250.0,0,1,"99 ALLEN STREET,RUTLAND,VT,05701",01/03/2023
12583,ST JOHNSBURY HEALTH & REHAB,SAINT JOHNSBURY,VT,5819,Caledonia,For profit - Corporation,110,1248 HOSPITAL DRIVE OPERATIONS LLC,N,1.0,1.0,2.0,1.0,3.0,2,18842.85,1,3,"1248 HOSPITAL DRIVE,SAINT JOHNSBURY,VT,05819",01/03/2023
12584,BERLIN HEALTH & REHAB CTR,BARRE,VT,5641,Washington,For profit - Corporation,141,98 HOSPITALITY DRIVE OPERATIONS LLC,N,1.0,1.0,3.0,2.0,4.0,2,121524.0,0,2,"98 HOSPITALITY DRIVE,BARRE,VT,05641",01/03/2023
12585,SAINT ALBANS HEALTHCARE AND REHABILITATION CENTER,SAINT ALBANS,VT,5478,Franklin,For profit - Corporation,115,FIVE NINETY SIX SHELDON ROAD OPERATIONS LLC,N,2.0,2.0,3.0,4.0,3.0,1,6500.0,0,1,"596 SHELDON ROAD,SAINT ALBANS,VT,05478",01/03/2023
12586,PINE HEIGHTS AT BRATTLEBORO CENTER FOR NURSING & R,BRATTLEBORO,VT,5301,Windham,For profit - Limited Liability company,80,BRATTLEBORO CROSSINGS LLC,N,5.0,5.0,5.0,5.0,5.0,1,657.8,0,1,"187 OAK GROVE AVENUE,BRATTLEBORO,VT,05301",01/03/2023
12587,SPRINGFIELD HEALTH & REHAB,SPRINGFIELD,VT,5156,Windsor,For profit - Corporation,102,105 CHESTER ROAD OPERATIONS LLC,N,1.0,1.0,2.0,1.0,4.0,1,7432.75,1,2,"105 CHESTER RD,SPRINGFIELD,VT,05156",01/03/2023
12588,NEWPORT HEALTH CARE CENTER,NEWPORT,VT,5855,Orleans,For profit - Corporation,50,SILVER CORPORATION,N,1.0,2.0,1.0,1.0,,11,25025.0,0,11,"148 PROUTY DRIVE,NEWPORT,VT,05855",01/03/2023
12589,BENNINGTON HEALTH & REHAB,BENNINGTON,VT,5201,Bennington,For profit - Corporation,100,2 BLACKBERRY LANE OPERATIONS LLC,N,1.0,1.0,3.0,1.0,4.0,2,90567.75,0,2,"2 BLACKBERRY LANE,BENNINGTON,VT,05201",01/03/2023
12590,CENTER FOR LIVING & REHABILITATION,BENNINGTON,VT,5201,Bennington,For profit - Partnership,150,CLR OPCO LLC,N,2.0,2.0,2.0,1.0,4.0,0,0.0,0,0,"160 HOSPITAL DRIVE,BENNINGTON,VT,05201",01/03/2023
12591,ELDERWOOD AT BURLINGTON,BURLINGTON,VT,5408,Chittenden,For profit - Corporation,150,"98 STARR FARM ROAD OPERATING COMPANY, LLC",N,1.0,1.0,1.0,1.0,2.0,8,14471.07,0,8,"98 STARR FARM RD,BURLINGTON,VT,05408",01/03/2023
12592,VERMONT VETERANS' HOME,BENNINGTON,VT,5201,Bennington,Government - State,177,VERMONT VETERANS' HOME,N,5.0,3.0,5.0,2.0,5.0,0,0.0,1,1,"325 NORTH STREET,BENNINGTON,VT,05201",01/03/2023
12593,CRESCENT MANOR CARE CTRS,BENNINGTON,VT,5201,Bennington,For profit - Partnership,90,CM HEALTHCARE LLC,N,1.0,2.0,4.0,2.0,5.0,3,92216.61,0,3,"312 CRESCENT BLVD,BENNINGTON,VT,05201",01/03/2023
12594,UNION HOUSE NURSING HOME,GLOVER,VT,5839,Orleans,For profit - Partnership,44,"UNION HOUSE NURSING HOME, INC",N,4.0,5.0,2.0,2.0,,1,650.0,0,1,"3086 GLOVER STREET,GLOVER,VT,05839",01/03/2023
12595,BARRE GARDENS NURSING AND REHAB LLC,BARRE,VT,5641,Washington,For profit - Partnership,96,BARRE GARDENS NURSING AND REHAB LLC,N,1.0,1.0,3.0,1.0,5.0,2,1625.0,0,2,"378 PROSPECT STREET,BARRE,VT,05641",01/03/2023
12596,RUTLAND HEALTHCARE & REHABILITATION CENTER,RUTLAND,VT,5701,Rutland,For profit - Corporation,123,46 NICHOLS ST OPERATIONS LLC,N,3.0,3.0,4.0,4.0,3.0,1,7345.0,0,1,"46 NICHOLS STREET,RUTLAND,VT,05701",01/03/2023
12597,GREEN MOUNTAIN NURSING AND REHABILITATION,COLCHESTER,VT,5446,Chittenden,For profit - Limited Liability company,73,GREEN MOUNTAIN NURSING AND REHABILITATION CENTER LLC,N,3.0,3.0,3.0,1.0,4.0,0,0.0,0,0,"475 ETHAN ALLEN AVENUE,COLCHESTER,VT,05446",01/03/2023
12598,MAPLE LANE NURSING HOME,BARTON,VT,5822,Orleans,For profit - Partnership,71,"KINGDOM REHAB CENTER, LLC",N,2.0,3.0,1.0,1.0,2.0,0,0.0,0,0,"60 MAPLE LANE,BARTON,VT,05822",01/03/2023
12599,GREENSBORO NURSING HOME,GREENSBORO,VT,5841,Orleans,Non profit - Corporation,30,GREENSBORO HOSPITAL ASSOC INC,N,3.0,3.0,2.0,2.0,,2,1649.11,0,2,"47 MAGGIE'S POND ROAD,GREENSBORO,VT,05841",01/03/2023
12600,PINES REHAB & HEALTH CTR,LYNDONVILLE,VT,5851,Caledonia,For profit - Partnership,60,"PINE KNOLL NURSING HOME, INC",N,3.0,3.0,3.0,1.0,4.0,1,9750.0,0,1,"601 RED VILLAGE ROAD,LYNDONVILLE,VT,05851",01/03/2023
12601,WOODRIDGE NURSING HOME,BARRE,VT,5641,Washington,Non profit - Corporation,153,CENTRAL VERMONT MEDICAL CENTER INC,N,2.0,2.0,3.0,1.0,5.0,2,65520.5,1,3,"142 WOODRIDGE DRIVE,BARRE,VT,05641",01/03/2023
12602,CEDAR HILL HEALTH CARE CENTER,WINDSOR,VT,5089,Windsor,For profit - Corporation,39,CEDAR HILL HEALTH CARE CORPORATION,N,4.0,4.0,4.0,5.0,4.0,0,0.0,0,0,"49 CEDAR HILL DRIVE,WINDSOR,VT,05089",01/03/2023
12603,FRANKLIN COUNTY REHAB CENTER LLC,ST ALBANS,VT,5478,Franklin,For profit - Corporation,64,FRANKLIN COUNTY REHAB CENTER LLC,N,3.0,3.0,3.0,2.0,4.0,0,0.0,0,0,"110 FAIRFAX ROAD,ST ALBANS,VT,05478",01/03/2023
12604,BEL AIRE CENTER,NEWPORT,VT,5855,Orleans,For profit - Corporation,44,THIRTY FIVE BEL-AIRE DRIVE SNF OPERATIONS LLC,N,5.0,4.0,5.0,4.0,5.0,1,7345.0,0,1,"35 BEL-AIRE DRIVE,NEWPORT,VT,05855",01/03/2023
12605,THOMPSON HOUSE NURSING HOME,BRATTLEBORO,VT,5301,Windham,Non profit - Corporation,43,"BRATTLEBORO MUTUAL AID ASSOCIATION, INC.",N,4.0,3.0,5.0,5.0,5.0,2,1636.7,0,2,"80 MAPLE STREET,BRATTLEBORO,VT,05301",01/03/2023
12606,GILL ODD FELLOWS HOME OF VERMONT,LUDLOW,VT,5149,Windsor,Non profit - Corporation,46,THE TRUSTEES OF THE GILL ODD FELLOWS HOME OF VERMONT,N,3.0,3.0,3.0,3.0,4.0,1,650.0,0,1,"8 GILL TERRACE,LUDLOW,VT,05149",01/03/2023
12607,MAYO HEALTHCARE INC.,NORTHFIELD,VT,5663,Washington,Non profit - Corporation,50,MAYO HEALTHCARE INC,N,4.0,4.0,3.0,2.0,4.0,0,0.0,0,0,"71 RICHARDSON AVE,NORTHFIELD,VT,05663",01/03/2023
12608,THE VILLA REHAB,ST ALBANS,VT,5478,Franklin,For profit - Corporation,30,VILLA REHAB CENTER,N,5.0,5.0,4.0,4.0,4.0,0,0.0,0,0,"7 FOREST HILL DRIVE,ST ALBANS,VT,05478",01/03/2023
12609,WAKE ROBIN-LINDEN NURSING HOME,SHELBURNE,VT,5482,Chittenden,For profit - Corporation,33,WAKE ROBIN CORPORATION,N,5.0,5.0,5.0,5.0,,0,0.0,0,0,"200 WAKE ROBIN DRIVE,SHELBURNE,VT,05482",01/03/2023
12610,"THE MANOR, INC",MORRISVILLE,VT,5661,Lamoille,Non profit - Corporation,72,THE MANOR INC,N,4.0,4.0,3.0,2.0,4.0,1,650.0,0,1,"577 WASHINGTON HIGHWAY,MORRISVILLE,VT,05661",01/03/2023
12611,MENIG NURSING HOME,RANDOLPH CENTER,VT,5061,Orange,Non profit - Corporation,30,"GIFFORD RETIREMENT COMMUNITY, INC",N,5.0,4.0,5.0,5.0,,2,1960.2,0,2,"215 TOM WICKER LANE,RANDOLPH CENTER,VT,05061",01/03/2023
12612,SOUTH ROANOKE NURSING AND REHABILITATION,ROANOKE,VA,24014,Roanoke City,For profit - Corporation,98,SOUTH ROANOKE LIFE CARE LLC,N,3.0,2.0,5.0,5.0,5.0,1,9750.0,0,1,"3823 FRANKLIN RD, SW,ROANOKE,VA,24014",01/03/2023
12613,GEORGE WASHINGTON HEALTH & REHABILITATION,ALEXANDRIA,VA,22308,Fairfax,Non profit - Other,96,MANOR CARE OF ALEXANDRIA VA LLC,N,3.0,3.0,4.0,4.0,4.0,0,0.0,0,0,"1510 COLLINGWOOD ROAD,ALEXANDRIA,VA,22308",01/03/2023
12614,RICHFIELD HEALTH CENTER - SALEM,SALEM,VA,24153,Salem City,Non profit - Corporation,280,RICHFIELD LIVING,N,3.0,3.0,3.0,1.0,4.0,0,0.0,0,0,"3719 KNOLLRIDGE ROAD,SALEM,VA,24153",01/03/2023
12615,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,DANVILLE,VA,24540,Danville City,Non profit - Corporation,312,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER INC,N,3.0,3.0,3.0,3.0,3.0,0,0.0,1,1,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",01/03/2023
12616,WOODBINE REHABILITATION & HEALTHCARE CENTER,ALEXANDRIA,VA,22302,Alexandria City,For profit - Limited Liability company,307,WOODBINE OPERATOR LLC,N,4.0,3.0,5.0,5.0,5.0,0,0.0,0,0,"2729 KING ST,ALEXANDRIA,VA,22302",01/03/2023
12617,KENDAL AT LEXINGTON,LEXINGTON,VA,24450,Lexington City,Non profit - Corporation,60,"LEXINGTON RETIREMENT COMMUNITY, INC",N,5.0,4.0,3.0,4.0,2.0,4,4550.0,0,4,"160 KENDAL DRIVE,LEXINGTON,VA,24450",01/03/2023
12618,MANASSAS HEALTH AND REHAB CENTER,MANASSAS,VA,20109,Manassas City,For profit - Corporation,120,MANASSAS HEALTH CARE LLC,N,5.0,4.0,5.0,5.0,4.0,2,19500.0,0,2,"8575 RIXLEW LANE,MANASSAS,VA,20109",01/03/2023
12619,LAKESIDE HEALTH & REHABILITATION,RICHMOND,VA,23228,Henrico,Non profit - Corporation,194,MANOR CARE-STRATFORD HALL OF RICHMOND VA LLC,N,1.0,1.0,4.0,4.0,4.0,1,3250.0,0,1,"2125 HILLIARD ROAD,RICHMOND,VA,23228",01/03/2023
12620,OAKWOOD HEALTH AND REHAB CENTER,BEDFORD,VA,24523,Bedford,For profit - Corporation,111,BEDFORD SNF OPERATIONS LLC,N,1.0,1.0,3.0,2.0,4.0,2,179248.55,0,2,"1613 OAKWOOD STREET,BEDFORD,VA,24523",01/03/2023
12621,GOODWIN HOUSE ALEXANDRIA,ALEXANDRIA,VA,22311,Alexandria City,Non profit - Corporation,80,GOODWIN HOUSE INCORPORATED,N,5.0,4.0,5.0,5.0,5.0,2,1625.0,0,2,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",01/03/2023
12622,SIGNATURE HEALTHCARE OF NORFOLK,NORFOLK,VA,23507,Norfolk City,For profit - Partnership,169,LP NORFOLK LLC,N,1.0,1.0,4.0,5.0,3.0,2,13000.0,0,2,"1005 HAMPTON BLVD,NORFOLK,VA,23507",01/03/2023
12623,RIVERSIDE LIFELONG H & R WARWICK FOREST,NEWPORT NEWS,VA,23602,Newport News City,Non profit - Corporation,209,"PATRICK HENRY HOSPITAL, INC.",N,1.0,2.0,4.0,3.0,5.0,1,3250.0,0,1,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",01/03/2023
12624,TATE SPRINGS HEALTH & REHAB,LYNCHBURG,VA,24501,Lynchburg City,Non profit - Other,118,MEDICAL CARE CENTER-LYNCHBURG VA LLC,N,3.0,3.0,2.0,2.0,3.0,2,1625.0,0,2,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",01/03/2023
12625,HEALTH CARE CENTER LUCY CORR,CHESTERFIELD,VA,23832,Chesterfield,Government - County,216,CHESTERFIELD COUNTY HEALTH CENTER COMMONS,N,2.0,2.0,2.0,1.0,3.0,1,650.0,0,1,"6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832",01/03/2023
12626,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,HOPEWELL,VA,23860,Hopewell City,For profit - Corporation,124,HOPEWELL HEALTH CARE LLC,N,1.0,2.0,4.0,3.0,4.0,2,93229.5,0,2,"201 EPPS STREET,HOPEWELL,VA,23860",01/03/2023
12627,BAY POINTE REHABILITATION AND NURSING,VIRGINIA BEACH,VA,23454,Virginia Beach City,For profit - Corporation,112,Legal Business Name Not Available,N,1.0,2.0,3.0,3.0,3.0,2,63316.88,1,3,"1148 FIRST COLONIAL RD,VIRGINIA BEACH,VA,23454",01/03/2023
12628,SALEM HEALTH & REHABILITATION,SALEM,VA,24153,Salem City,For profit - Corporation,240,SALEM OPERATIONS LLC,N,3.0,4.0,3.0,2.0,4.0,0,0.0,0,0,"1945 ROANOKE BLVD,SALEM,VA,24153",01/03/2023
12629,FRIENDSHIP HEALTH AND REHAB CENTER,ROANOKE,VA,24012,Roanoke City,Non profit - Corporation,253,"FRIENDSHIP HEALTH AND REHAB CENTER, INC.",N,4.0,4.0,3.0,3.0,4.0,0,0.0,0,0,"327 HERSHBERGER RD NW,ROANOKE,VA,24012",01/03/2023
12630,HARRISONBURG HLTH & REHAB CNTR,HARRISONBURG,VA,22801,Harrisonburg City,Government - Federal,180,HARRISONBURG OPERATIONS LLC,N,1.0,1.0,3.0,3.0,3.0,0,0.0,0,0,"1225 RESERVOIR STREET,HARRISONBURG,VA,22801",01/03/2023
12631,WESTMINSTER-CANTERBURY OF RICHMOND,RICHMOND,VA,23227,Henrico,Non profit - Church related,158,WESTMINSTER CANTERBURY CORPORATION,N,3.0,2.0,4.0,3.0,4.0,0,0.0,0,0,"1600 WESTBROOK AVE,RICHMOND,VA,23227",01/03/2023
12632,PARHAM HEALTH CARE & REHAB CEN,RICHMOND,VA,23228,Henrico,For profit - Corporation,180,PARHAM CARE CENTER LLC,N,1.0,1.0,2.0,2.0,3.0,1,70934.5,1,2,"2400 E PARHAM ROAD,RICHMOND,VA,23228",01/03/2023
12633,FAIRFAX REHABILITATION AND NURSING CENTER,FAIRFAX,VA,22030,Fairfax City,For profit - Limited Liability company,200,FAIRFAX OPERATOR LLC,N,2.0,2.0,5.0,5.0,5.0,15,42252.79,0,15,"10701 MAIN STREET,FAIRFAX,VA,22030",01/03/2023
12634,CARLIN SPRINGS HEALTH & REHABILITATION,ARLINGTON,VA,22204,Arlington,Non profit - Corporation,161,MANOR CARE OF ARLINGTON VA LLC,N,1.0,1.0,3.0,3.0,3.0,2,19405.0,0,2,"550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204",01/03/2023
12635,LYNCHBURG HEALTH & REHABILITATION CENTER,LYNCHBURG,VA,24502,Lynchburg City,For profit - Corporation,180,LYNCHBURG CARE CENTER LLC,N,1.0,1.0,1.0,1.0,1.0,5,262023.0,1,6,"5615 SEMINOLE AVENUE,LYNCHBURG,VA,24502",01/03/2023
12636,PINEY FOREST HEALTH AND REHABILITATION CENTER,DANVILLE,VA,24540,Danville City,For profit - Limited Liability company,120,PINEY FOREST SNF LLC,N,2.0,3.0,4.0,5.0,3.0,0,0.0,0,0,"450 PINEY FOREST RD,DANVILLE,VA,24540",01/03/2023
12637,CHESAPEAKE HEALTH AND REHABILITATION CENTER,CHESAPEAKE,VA,23320,Chesapeake City,For profit - Individual,180,CHESAPEAKE SNF LLC,N,1.0,1.0,3.0,2.0,4.0,1,3330.84,0,1,"688 KINGSBOROUGH SQUARE,CHESAPEAKE,VA,23320",01/03/2023
12638,THE LAURELS OF UNIVERSITY PARK,RICHMOND,VA,23233,Henrico,For profit - Corporation,145,"THE LAURELS OF UNIVERSITY PARK, LLC",N,1.0,1.0,3.0,2.0,3.0,0,0.0,0,0,"2420 PEMBERTON RD,RICHMOND,VA,23233",01/03/2023
12639,GUGGENHEIMER HEALTH AND REHAB CENTER,LYNCHBURG,VA,24504,Lynchburg City,Non profit - Corporation,130,DIAMOND HILL SNF OPERATIONS LLC,N,5.0,5.0,5.0,5.0,5.0,0,0.0,0,0,"1902 GRACE STREET,LYNCHBURG,VA,24504",01/03/2023
12640,HIRAM W DAVIS MEDICAL CTR,PETERSBURG,VA,23803,Petersburg City,Government - State,90,COMMONWEALTH OF VA HIRAM W DAVIS MEDICAL CENTER,N,5.0,4.0,4.0,4.0,,0,0.0,0,0,"26317 WEST WASHINGTON STREET,PETERSBURG,VA,23803",01/03/2023
12641,"REGENCY CARE OF ARLINGTON, LLC",ARLINGTON,VA,22202,Arlington,For profit - Corporation,240,REGENCY CARE OF ARLINGTON LLC,N,2.0,2.0,3.0,3.0,3.0,0,0.0,0,0,"1785 SOUTH HAYES STREET,ARLINGTON,VA,22202",01/03/2023
12642,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,CHESTERFIELD,VA,23834,Chesterfield,For profit - Limited Liability company,196,COLONIAL HEIGHTS OPERATOR LLC,N,1.0,1.0,3.0,3.0,3.0,3,14599.59,1,4,"831 ELLERSLIE AVE,CHESTERFIELD,VA,23834",01/03/2023
