Location Name,Care homes beds,Location Postal Code,Care Services
Kings Park Nursing Home,44,OL6 8EZ,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Ladywood,38,DE7 4HL,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Leighton Court Nursing Home,48,CH45 7LX,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Lothian House Care Home,48,DL16 7SG,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Lyndon Hall Nursing Home,80,B71 1PP,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Magna Nursing Home,36,LE18 2BP,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Eshcol House Nursing Home,31,TR2 5HR,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Maple Lodge (Stafford),40,ST17 9AF,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Young Adults
Meadow Bank House,47,BL3 2EF,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Milliner House,40,LU3 2QF,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Moss View,78,L14 0JJ,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Newlands Nursing & Residential Home,72,SK4 4JY,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Northview Lodge Nursing Home,45,SR5 3AF,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Oakland (Rochdale),40,OL11 5EU,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Oaklands (Essex),55,SS16 6SX,Nursing Or Personal Care; Residential Home; Older People
Orchard Mews,39,NE4 6UX,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Older People; Young Adults
Overdene House,70,CW7 1HJ,Nursing Or Personal Care; Nursing Home; Residential Home; Older People; Young Adults
Pendleton Court Care Home,58,M6 8FW,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Pennwood Lodge Nursing Home,62,GL12 8RA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Primrose House Nursing Home,42,CW1 5QZ,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Priory Gardens,72,WF8 1JQ,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Pytchley Court Nursing Home,40,NN6 9DX,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Richmond House,49,WN7 4UH,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Young Adults
Rose Court Nursing and Residential Home,109,M26 4DF,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Young Adults
Rosebridge Court,46,WN2 3DU,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Young Adults
Northfield House,6,BH24 1SU,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment
Roxburgh House (West Midlands),44,B64 5JE,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Silverwood (Nottingham),80,NG9 1FN,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Older People; Physical Disability; Young Adults
Silverwood (Rotherham),64,S66 3QT,Nursing Or Personal Care; Residential Home; Dementia; Older People
Snapethorpe Hall,62,WF2 8YA,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Springwater Lodge Care Home,50,NG14 6FA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
St Margaret's Care Home,60,DH1 4DS,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Stoneleigh Care Home,36,DH9 7XH,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Physical Disability; Young Adults
Swallownest Nursing Home,65,S26 4TL,Nursing Or Personal Care; Nursing Home; Older People
Tenlands Care Home,40,DL17 8JD,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
The Beeches (Doncaster),32,DN3 2DZ,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Beeches Care Home (Nottingham),54,NG5 7AJ,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Young Adults
The Orchards,72,B34 7BP,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
The Rowans Care Home,54,LE67 3DA,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Young Adults
The Willows Residential Home (Hinckley),40,LE10 1HH,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Young Adults
Tower Bridge Care Centre,128,SE1 4TR,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Young Adults
Victoria Gardens,28,CV4 9DS,Nursing Or Personal Care; Residential Home; Older People
Victoria House Nursing Home,70,TS18 2DX,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Victoria Manor,30,CV3 4BJ,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Victoria Mews,30,CV3 2DP,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Victoria Park (Coventry),32,CV2 4DS,Nursing Or Personal Care; Residential Home; Older People
Victoria Park Care Home (Ilkeston),39,DE7 5HB,Nursing Or Personal Care; Nursing Home; Older People
Westleigh Lodge,48,WN7 5JT,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Cedar Court Residential and Nursing Home,52,LE18 2BP,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Young Adults
Willow Court,54,LN3 4JW,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Windsor Court,77,DN14 6YN,Nursing Or Personal Care; Nursing Home; Residential Home; Dementia; Older People; Physical Disability; Young Adults
Worsley Lodge,48,M28 2WG,Nursing Or Personal Care; Residential Home; Older People; Young Adults
Aberford Hall,42,LS8 2QU,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Defoe Court,41,DL5 4JP,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Maple Court Nursing Home,80,ST17 9AF,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Larchwood Care Home,64,CM7 9RX,Nursing Or Personal Care; Residential Home; Dementia; Older People
The Tidings,2,CO9 1BS,Nursing Or Personal Care; Residential Home; LD & Autism
Brewery House,2,CO9 1EF,Nursing Or Personal Care; Residential Home; LD & Autism
Washington Lodge,65,NE38 7LE,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Physical Disability; Sensory Impairment
Acorn Lodge Care Home,60,CV10 7AD,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Young Adults
Northwick House,5,HA1 2NU,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Older People; Physical Disability; Sensory Impairment; Young Adults
Breton Court,28,TN30 6EE,Nursing Or Personal Care; Residential Home; Older People
Grosvenor Park Community Project,5,E17 9PD,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
Next Steps,4,M9 4PG,Nursing Or Personal Care; Nursing Home; Mental Health
Rosenmanor 1,9,SW16 5LQ,Nursing Or Personal Care; Residential Home; Mental Health
Cedarwood Lodge (Active Prospects),5,RH1 6DU,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Physical Disability; Young Adults
The Mews,60,OL11 3TH,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Whitecliffe House,31,DT11 7BQ,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Faircross Care Home London Limited,5,IG11 8QZ,Nursing Or Personal Care; Residential Home; LD & Autism
St Theresa's Rest Home,24,EN1 2JN,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
OSJCT Henry Cornish Care Centre,50,OX7 5AU,Nursing Or Personal Care; Nursing Home; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment
Loxley Lodge Care Home,42,NG17 7BT,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Matrixcare,4,WR14 1AR,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
56 High Street,10,BR7 5AQ,Nursing Or Personal Care; Residential Home; Mental Health; Older People; Young Adults
Hollycroft Nursing Home,37,DY8 1ND,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment
Glenholme House,18,N12 8RP,Nursing Or Personal Care; Residential Home; Mental Health
Thornbury Care Centre,44,SR3 4JG,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Ashley Grange Nursing Home,55,SP5 3PP,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
The Orangery,40,BA2 2EL,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Russell Churcher Court,44,PO12 3BE,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability
Richmond Village Witney,63,OX28 5DG,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
The Laurels Care Home,52,NR17 1AA,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Young Adults
The Willows Care Centre,40,CT9 2LL,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Park House,12,MK40 2LW,Nursing Or Personal Care; Residential Home; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Meavy View Retirement Home,32,OL11 1NX,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Southside,12,B28 9JB,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Young Adults
The Beeches Care Home,14,B65 0BL,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Karenza Care Home,8,B65 0BL,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Lavender Court,85,TA1 2BD,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Hart Plain Care,7,PO8 8TR,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Clover House,6,LA3 1EX,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Older People; Young Adults
Kenilworth Grange Care Home,60,CV8 2HB,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Young Adults
Handsale Limited - Bierley Court,40,BD4 6AD,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability
Handsale Limited - Silver Trees,62,BS48 1BZ,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Bishopsgate Lodge Care Home,51,DL14 7PU,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Bedborough House,8,BA3 3EE,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Laurel Grove,3,S43 1GB,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Cedar Lodge,10,S43 1DX,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Beechwood House,10,S43 1DX,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Oakwood Bungalows,11,S43 1DX,Nursing Or Personal Care; Nursing Home; LD & Autism; Young Adults
Croftdown House,10,CR5 3EN,Nursing Or Personal Care; Residential Home; Mental Health; Physical Disability
Allan Court,60,NE15 6RU,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
De Baliol,59,NE64 6HN,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Donwell House,63,NE37 1EE,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Hamilton House,60,PO6 1HG,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Henwick Grange,56,WR2 6BY,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Redworth,65,DL4 1HQ,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Tushmore Lane,4,RH10 8JJ,Nursing Or Personal Care; Residential Home; LD & Autism
Wilton House,12,TA1 3PX,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
Brownhill Care Limited,14,SE6 1AL,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
Oak Cottage,25,AL10 9RT,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Allington House,49,TS23 3ET,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Brancepeth Court,49,DL15 0PW,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Older People; Physical Disability; Young Adults
Birch Tree Manor,62,CH62 5HE,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Lumley Residential Home,40,DL15 0PW,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Young Adults
Richmond Court,49,DL15 0PW,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Young Adults
Ridley Park,59,NE24 3BG,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Claremont Court,57,GU2 9QA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Kent House Residential Home,25,CT10 2JZ,Nursing Or Personal Care; Residential Home; Dementia; Older People
Alexandra House,40,NE8 1QU,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Young Adults
Ashfield Court,46,NE12 9DH,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Aycliffe Care Home,54,DL5 7ER,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Ayresome Court,43,TS15 9EH,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Bridge View,61,NE62 5JF,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Charlton Court,55,NE28 9RH,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Church House Care Home,44,CW5 8AB,Nursing Or Personal Care; Nursing Home; Older People
Coble House,52,NE26 2EU,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
Comfort House,42,NE5 5AY,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Crofton Court,50,NE24 1DW,Nursing Or Personal Care; Residential Home; Older People
Dene Park House,51,NE3 1SY,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Frindsbury Hall Care Home,74,ME2 4JS,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Lindsay House,31,WN8 7TG,Nursing Or Personal Care; Residential Home; Dementia; Older People
Moorfield House,35,NE3 4NB,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Older People; Physical Disability; Young Adults
Pavilion Court,75,NE5 3AB,Nursing Or Personal Care; Nursing Home; Dementia; LD & Autism; Older People; Physical Disability; Young Adults
